eventno	jetmultiplicity	axion_Eta	axion_Phi	axion_pT	axion_Px	axion_Py	axion_Pz	axion_E	Z_Eta	Z_Phi	Z_pT	Z_Px	Z_Py	Z_Pz	Z_E	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
180813	2	-2.19638	0.499489	30.968	27.1846	14.833	-137.517	147.971	-2.66194	-0.133848	26.7768	26.5373	-3.57332	-190.842	204.387	-1.7372	1.17904	32.392	12.3678	29.9379	-89.165	94.9828	-1.56436	-0.795028	21.1589	14.8168	-15.105	-48.3522	52.9879	-1.78482	-1.60595	18.4177	-0.647284	-18.4063	-53.3252	56.4162	-1.69435	1.21772	37.2891	12.8942	34.9888	-98.0586	104.909	-1.52723	-0.831582	22.8506	15.3946	-16.8866	-50.1374	55.0991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.78436	-1.60998	17.6409	-0.691088	-17.6274	-51.0514	54.0134	1	1	0	0	73.10141525863268	-0.16711999999999994	2.049302	2.0561050025725827
180898	2	1.56292	-0.268368	31.5604	30.4307	-8.36849	72.0082	90.6099	2.47504	-1.92255	17.6349	-6.07599	-16.5551	104.028	139.855	1.328	0.579987	27.8596	23.3037	15.2674	48.8722	56.4512	0.836242	-1.27793	24.687	7.12699	-23.6359	23.136	34.1587	0.775688	-2.92099	37.4133	-36.5067	-8.18664	32.0202	49.2448	0.836535	-1.25767	23.6814	7.29466	-22.5299	22.203	32.462	1.32633	0.567598	23.6344	19.9284	12.7061	41.381	47.6547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.773763	-2.91758	39.3644	-38.3808	-8.74459	33.5903	51.748	1	1	0	0	86.46487296295705	-0.489795	-1.8252680000000001	1.889841901813218
181054	3	-2.37285	0.419782	36.8294	33.6318	15.0103	-195.835	204.297	-1.93931	-0.0213633	64.468	64.4533	-1.37714	-219.517	246.48	-2.39364	-0.321697	26.6894	25.3202	-8.43858	-144.949	147.461	-1.46374	1.23016	24.8783	8.31154	23.4488	-50.8854	56.8361	-0.634913	-0.488675	34.9072	30.8215	-16.3874	-23.6823	42.1825	-0.487568	3.05399	60.5439	-60.3117	5.29713	-30.7028	67.8839	-1.47079	1.22243	28.7629	9.81857	27.0352	-59.2939	65.902	1.45631	-2.71658	22.7345	-20.7119	-9.37426	46.1171	51.4164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.634361	-0.486287	35.363	31.2635	-16.5268	-23.968	42.7201	1	1	0	0	132.46441688767666	0.983222	1.8315600000000003	2.0787827050665975
181123	2	-1.16552	2.7604	26.5062	-24.6036	9.86095	-38.3786	64.8122	-4.5928	-2.25155	2.52105	-1.58669	-1.95911	-124.491	154.728	-0.494153	3.10955	35.2247	-35.2067	1.12833	-18.1235	39.8915	-1.18058	0.688965	13.7362	10.603	8.73261	-20.2551	24.9207	-1.91738	-0.474418	25.8746	23.0169	-11.8201	-86.112	89.9154	-0.486239	-3.13409	34.4478	-34.4469	-0.258409	-17.4177	38.6009	-0.719325	0.507707	26.5298	23.1834	12.8981	-20.7724	33.6946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.92245	-0.47193	25.1325	22.3853	-11.4254	-84.0858	87.7614	1	1	0	0	102.67252105080166	0.23308600000000002	2.6413883071795863	2.651652555049594
181198	2	-1.04721	-3.07193	31.3189	-31.2429	-2.18	-39.1292	67.3565	-1.62129	-1.61116	18.9967	-0.766556	-18.9812	-46.1806	102.864	-0.796411	2.29347	27.3483	-18.088	20.5123	-24.1571	36.7911	-0.543633	-2.09616	26.2296	-13.1549	-22.6923	-14.9721	30.5655	-0.201261	-0.503832	34.8007	30.4764	-16.8012	-7.0514	35.5079	-0.580447	-2.10664	26.328	-13.4421	-22.6379	-16.1547	30.8892	-0.669569	2.38738	22.7731	-16.5973	15.5931	-16.4134	28.0716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.202602	-0.489688	35.2749	31.1294	-16.5915	-7.19574	36.0013	1	1	0	0	82.92632083466864	0.08912199999999992	1.7891653071795863	1.7913836069639086
181321	2	-1.5845	2.47727	36.1089	-28.4297	22.2621	-84.347	102.192	-2.47196	-2.549	17.2077	-14.2737	-9.61072	-101.192	140.923	-1.02421	2.99963	36.7142	-36.3448	5.1947	-44.531	57.9053	-1.49449	1.13656	18.8135	7.91508	17.0674	-39.816	44.2871	-0.46596	-1.15283	34.8751	14.156	-31.8729	-16.8449	38.7301	-1.06255	2.98147	33.7122	-33.2809	5.37499	-42.9519	54.602	-1.43353	1.05093	25.0978	12.4676	21.782	-49.6309	55.6159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.454001	-1.15884	35.5889	14.25	-32.6115	-16.7182	39.3201	1	1	0	0	101.69599921712704	0.37097999999999987	1.93054	1.9658613511639116
181486	2	-0.266291	0.834845	17.5608	11.7884	13.0159	-4.73175	48.534	-2.16094	2.07702	16.425	-7.96417	14.365	-70.3327	117.058	0.741356	0.639653	20.2008	16.2071	12.0582	16.386	26.4322	-2.24573	2.92815	4.52131	-4.41871	0.957745	-21.1177	22.1018	-1.91316	3.0734	19.7986	-19.7526	1.34909	-65.601	68.5235	-1.90461	3.08529	24.1453	-24.107	1.35882	-79.2922	82.8869	0.376005	0.706372	23.3439	17.7582	15.152	8.98573	25.0136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1429	-1.92999	69.6525	-24.484	-65.2074	98.1035	120.315	1	1	0	0	219.0607703444245	-2.280615	2.378918	3.2955205399070118
181561	3	-0.327949	-1.09343	47.4257	21.7891	-42.124	-15.8335	67.2664	-0.516653	-1.58834	17.8258	-0.312705	-17.8231	-9.62499	100.697	-0.122442	-0.372739	32.7894	30.5378	-11.9408	-4.02485	33.3681	-0.367442	-1.85292	31.4255	-8.7487	-30.1831	-11.8087	33.8983	0.187897	2.30884	32.8485	-22.1018	24.3009	6.20851	33.4301	-0.132072	-0.320765	28.4934	27.0401	-8.98378	-3.77414	28.7423	-0.382082	-1.42612	27.3412	3.94192	-27.0556	-10.7026	29.3614	-1.60419	0.999697	23.0127	12.4397	19.3607	-54.9171	59.5438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.177136	2.30393	33.1142	-22.1601	24.6066	5.89645	33.6351	1	1	0	0	90.18786680003635	0.25000999999999995	1.105355	1.1332760811580733
181593	2	2.69095	-1.72461	24.2695	-3.71821	-23.9829	178.112	185.306	2.92442	-3.06188	49.283	-49.1266	-3.92409	457.586	469.156	2.06086	-2.35475	31.3556	-22.1398	-22.2036	121.117	125.198	1.84332	-0.0962904	18.5073	18.4216	-1.77932	56.9951	60.1087	2.42903	2.72563	49.6415	-45.4084	20.0589	279.475	283.849	-0.28024	-0.137295	30.9892	30.6976	-4.24131	-8.79854	32.2141	2.01144	-2.27929	25.7642	-16.7645	-19.5639	94.5586	98.0057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.42298	2.73224	47.8994	-43.9418	19.0649	268.015	272.262	1	1	0	0	189.504125650737	-2.29168	2.141995	3.1368678331139486
181681	2	-0.261183	-3.00658	35.2501	-34.9294	-4.74471	-9.31179	57.912	-1.30896	1.96484	16.7169	-6.4181	15.4358	-28.6882	97.8568	-0.196475	2.45334	29.8348	-23.043	18.9508	-5.89956	30.7735	-0.128363	-2.03575	26.5097	-11.8864	-23.6955	-3.41222	27.1385	-0.529604	0.615946	34.9305	28.5113	20.1805	-19.3764	39.9448	-0.221328	-2.03162	58.2258	-25.8921	-52.1522	-12.9925	59.6578	-0.160146	2.54521	34.1043	-28.217	19.1547	-5.48504	34.5426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.537144	0.615306	36.0761	29.4597	20.8235	-20.3235	41.4069	1	1	0	0	126.9961413266104	-0.061181999999999986	1.706355307179586	1.7074518064835504
182303	2	1.39255	2.61998	34.1549	-29.6128	17.0188	64.4957	85.7393	4.12642	2.21689	4.35976	-2.62488	3.48102	135.021	162.456	0.51626	2.57087	34.6709	-29.1759	18.7305	18.7049	39.6741	3.94853	-1.8207	1.76662	-0.436896	-1.71174	45.7907	46.0652	1.58446	-0.464944	30.1931	26.988	-13.5378	70.5249	76.7162	0.543341	2.53201	39.6578	-32.5148	22.7052	22.6237	45.6571	-0.281185	0.228026	23.7004	23.0869	5.35759	-6.75237	24.6435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59041	-0.467373	30.7777	27.477	-13.8667	72.3572	78.631	1	1	0	0	117.76692655623226	0.824526	2.3039840000000003	2.4470769086671553
182334	2	-2.01494	-1.24448	35.8316	11.4859	-33.9408	-131.985	143.976	-4.19334	-2.38711	5.10523	-3.71981	-3.49663	-169.057	194.299	-1.43678	-1.83915	35.0094	-9.28249	-33.7564	-69.4837	77.947	-1.82138	-0.00887697	20.7693	20.7684	-0.184366	-62.501	66.029	-0.94319	2.03401	34.0303	-15.2058	30.4442	-37.0722	50.3231	-1.48674	-1.81171	30.7459	-7.33564	-29.858	-64.5131	71.465	-1.82021	-0.0331985	25.2377	25.2238	-0.8377	-75.8536	79.9419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.955288	2.03894	32.904	-14.8474	29.3638	-36.4366	49.0948	1	1	0	0	94.5013472550122	0.33347000000000016	-1.7785115	1.809504185276246
182657	3	-2.09534	3.00071	18.9921	-18.804	2.66676	-76.0175	90.3639	-2.10728	-1.15817	34.344	13.7725	-31.4615	-139.166	169.191	-0.3583	-2.42084	17.119	-12.8617	-11.2977	-6.26583	18.8258	-2.22999	1.97311	15.1761	-5.94225	13.9644	-69.7517	71.5381	-1.10168	-0.808659	47.1801	32.5764	-34.1283	-63.1481	78.8267	-1.97851	2.02307	42.4045	-18.5311	38.141	-150.401	156.265	-0.460533	-2.6198	31.514	-27.3203	-15.7077	-15.0317	34.9154	-4.03018	-0.577829	22.7824	19.0837	-12.4439	-640.792	641.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.11229	-0.81559	47.3247	32.4382	-34.4586	-64.1848	79.7453	1	1	0	0	142.66049502195767	-1.517977	1.640315307179586	2.2349247145030766
182929	3	1.06938	1.63866	41.5551	-2.81779	41.4594	53.4057	81.3028	2.24837	0.904093	26.8042	16.5757	21.0644	125.534	158.727	1.07552	2.29556	32.2551	-21.3838	24.148	41.7766	52.9884	0.443435	0.750444	25.3847	18.566	17.3115	11.629	28.3144	1.67033	-0.810565	28.1436	19.3934	-20.395	72.1279	77.4241	1.21959	2.37715	39.3395	-28.3939	27.2283	60.7883	72.4072	0.486037	0.929659	26.1085	15.6157	20.9238	13.1953	29.2536	2.25874	-2.831	24.3046	-23.1417	-7.42796	115.04	117.579	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66074	-0.813901	27.596	18.9493	-20.0615	70.0003	75.2435	1	1	0	0	98.67422974470075	0.7335529999999999	1.4474909999999999	1.6227538935063441
183067	2	0.148682	-2.9217	19.3313	-18.8659	-4.21658	2.88482	49.0641	-3.3151	-1.27811	3.7376	1.07841	-3.57865	-51.3712	106.873	1.11231	2.53885	15.1117	-12.4487	8.5669	20.4957	25.8945	-1.0358	-2.03603	14.3037	-6.41716	-12.7835	-17.6109	23.1696	-1.72563	0.031975	19.9545	19.9443	0.637936	-54.256	57.8091	1.08359	2.57269	30.0298	-25.2999	16.1772	39.2922	49.4536	-0.735575	-2.21902	25.8881	-15.6305	-20.6368	-20.8069	33.2132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.73955	0.033451	19.1814	19.1706	0.641517	-52.9327	56.3009	1	1	0	0	132.80561593055884	1.819165	1.491475307179586	2.352415756015811
183095	2	-1.89243	1.57573	30.273	-0.149222	30.2726	-98.1565	112.145	-2.55446	2.84424	34.583	-33.0653	10.1326	-221.099	241.002	-1.4584	1.90035	38.6497	-12.5077	36.5699	-78.5838	87.7001	-1.14442	-0.471259	13.8704	12.3585	-6.29728	-19.5726	24.4452	-1.87567	-2.5925	38.5888	-32.9161	-20.1401	-122.943	128.857	-1.48599	1.92978	38.1545	-13.4046	35.7223	-79.9924	88.6259	-1.15126	-0.310953	29.5683	28.1503	-9.04689	-42.0748	51.4254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.87154	-2.58368	37.3929	-31.7227	-19.7964	-118.618	124.372	1	1	0	0	107.95729144559839	-0.33472999999999997	2.240733	2.2655967315894947
183291	2	2.86931	-1.09468	31.1696	14.286	-27.703	273.796	279.218	3.03758	-1.66812	27.3415	-2.65671	-27.2121	284.444	299.235	2.90052	-0.449167	25.2516	22.7468	-10.9646	228.888	230.325	1.60728	-2.03881	18.7552	-8.46079	-16.7384	44.9075	48.8931	0.592878	3.11263	16.9499	-16.9428	0.490904	10.6484	20.0171	0.774999	1.31735	25.4704	6.38639	24.6568	21.7757	33.5101	-0.174317	1.38334	24.6561	4.59494	24.2242	-4.31978	25.0317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.595694	3.11574	16.9523	-16.9466	0.438281	10.7063	20.0501	1	1	0	0	53.9962978893159	0.949316	-0.06599	0.9516068242483342
183353	2	0.299542	0.23542	40.6835	39.5613	9.48947	12.3695	61.9127	0.84278	-0.780815	26.9252	19.126	-18.9515	25.4753	99.3059	0.305191	0.140808	48.7797	48.2969	6.84587	15.1193	51.2849	-0.296904	2.84773	9.12684	-8.7356	2.64359	-2.74978	10.6278	0.365998	-2.19384	35.0213	-20.4353	-28.441	13.1058	37.3932	0.286815	0.12374	52.2595	51.86	6.45008	15.1951	54.4238	0.0563983	2.77937	27.971	-26.156	9.91172	1.57835	28.0155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.370943	-2.18983	34.6691	-20.1167	-28.2359	13.1572	37.0818	1	1	0	0	114.96624445326333	0.23041669999999997	-2.65563	2.665607351531521
183415	3	1.50586	2.30699	30.9579	-20.7873	22.9407	66.3456	85.9354	1.47895	-2.89113	70.5713	-68.3694	-17.4911	146.804	187.78	1.28554	2.31372	39.1826	-26.5048	28.8578	65.4374	76.4161	0.110163	-0.802544	8.22813	5.71756	-5.91706	0.908269	9.5193	1.07146	-2.43726	62.4403	-47.5821	-40.4318	80.4582	101.845	1.14387	0.647107	79.0604	63.0769	47.664	111.488	136.675	1.30685	2.30262	29.8278	-19.9317	22.1906	51.0627	59.1363	4.35416	-1.15167	29.3507	11.9446	-26.8102	1141.58	1141.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06765	-2.44241	60.8976	-46.609	-39.1933	78.0927	99.0302	1	1	0	0	167.5414901764933	-0.16298000000000012	-1.655513	1.6635160875594202
183455	2	1.2651	-1.03752	20.0416	10.1883	-17.2587	32.6802	59.2054	0.622343	0.27551	50.5545	48.6479	13.7528	33.5329	108.618	0.800201	-1.21156	32.9694	11.5907	-30.8649	29.2892	44.3501	0.245438	1.6735	13.6782	-1.40239	13.6061	3.39096	14.8554	0.0172588	0.678594	49.405	38.4597	31.0115	0.852713	49.4124	-0.495017	3.1328	51.514	-51.5121	0.452995	-26.5546	57.9555	0.779707	-1.17576	34.8683	13.4189	-32.1828	30.0267	46.0152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00845658	0.666703	48.3153	37.9693	29.8781	0.408587	48.317	1	1	0	0	152.2269347949994	-1.274724	1.9746253071795863	2.3503332486968898
183839	2	-0.2486	-0.340062	38.4125	36.2127	-12.8123	-9.64801	59.9474	-1.73629	0.936033	11.4586	6.79478	9.22658	-31.5114	102.716	-0.0089015	0.376064	32.1181	29.8736	11.7958	-0.285903	32.4614	-0.360557	-1.31867	25.4115	6.33917	-24.6081	-9.3621	27.486	-0.564359	2.49863	36.7577	-29.418	22.0389	-21.8634	42.7684	-0.372597	-1.25107	29.1498	9.16211	-27.6725	-11.1142	31.1967	-0.0207145	0.383253	25.1367	23.3131	9.39958	-0.52073	25.1421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.568022	2.50693	38.1519	-30.7227	22.6204	-22.8554	44.474	1	1	0	0	94.61324382284226	-0.3518825	-1.634323	1.67177539225078
183848	2	0.944225	-1.4847	29.1274	2.50457	-29.0196	31.7757	62.3194	1.56969	0.299861	30.8267	29.4511	9.10581	70.8559	123.204	0.579246	-1.13878	38.0471	15.9304	-34.5515	23.2919	44.8574	0.55527	2.75075	14.5209	-13.4259	5.53193	8.48378	17.462	0.761355	0.955529	46.6868	26.9465	38.1254	39.0802	60.8845	0.59023	-1.17526	29.6064	11.4075	-27.3204	18.507	34.9148	0.887939	3.10298	23.4735	-23.456	0.906248	23.692	33.3514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.748448	0.947292	47.8514	27.9397	38.8476	39.2529	61.8914	1	1	0	0	99.49607006078831	-0.297709	2.004945307179586	2.0269278066725622
183879	2	-1.72236	2.90979	30.1025	-29.2973	6.91548	-81.5639	97.897	-3.48322	-0.417599	7.0594	6.45275	-2.86306	-114.834	147.702	-1.26994	-2.47955	28.0178	-22.0988	-17.2233	-45.9462	54.0198	-1.14609	1.86062	25.1893	-7.19857	24.1388	-35.6177	43.8772	-0.807117	-0.266994	37.0633	35.7501	-9.77853	-33.2698	49.8053	-1.23411	-2.45721	29.8105	-23.0975	-18.8461	-46.8656	55.5432	-1.15699	1.81866	22.9098	-5.62044	22.2097	-32.8289	40.0324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.811599	-0.27535	36.6664	35.2852	-9.96898	-33.1347	49.4199	1	1	0	0	90.58977149081454	-0.07712000000000008	2.007315307179587	2.008796215856023
183889	2	0.583468	2.13674	24.9595	-13.3837	21.0679	15.4036	53.6508	-0.747389	2.12643	41.5972	-21.9419	35.3396	-34.0656	105.844	0.315822	2.03539	37.4108	-16.7621	33.4454	12.0125	39.5722	0.261314	-1.30434	12.8304	3.37843	-12.3776	3.39103	14.0786	-1.80978	2.11097	16.641	-8.55818	14.2717	-49.4691	52.1931	0.107935	-0.884278	47.6368	30.1945	-36.845	5.15165	47.9145	0.287609	2.05716	32.7645	-15.3145	28.9651	9.5538	34.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.82149	2.09987	16.2388	-8.1963	14.0185	-48.8727	51.4999	1	1	0	0	128.7792081640025	-0.179674	-2.941438	2.946920469595337
184009	2	0.257935	1.67206	44.0357	-4.4516	43.8102	11.4847	63.9989	0.977663	2.49121	25.0393	-19.9275	15.1611	28.5704	100.771	-0.0277462	0.956225	31.8277	18.3521	26.0039	-0.883209	32.1849	0.415428	2.47864	28.9322	-22.8037	17.8063	12.3679	31.814	0.503208	-2.06608	32.5618	-15.4759	-28.649	17.0857	36.7721	0.00211902	0.935646	30.4573	18.0703	24.5176	0.0645397	30.4574	0.414264	2.54325	27.3432	-22.5928	15.4018	11.6541	29.7232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.500033	-2.07039	31.8285	-15.2481	-27.9383	16.5869	35.8912	1	1	0	0	88.84910689456436	-0.41214498	-1.607604	1.6595945605343494
184028	2	2.18873	1.50286	38.8497	2.63716	38.7601	171.168	181.199	3.687	2.31174	12.0914	-8.16153	8.92146	241.223	258.106	2.25244	2.10181	29.2459	-14.8103	25.2185	137.54	140.693	1.20723	0.660018	22.086	17.4475	13.5416	33.6278	40.5056	1.53283	-1.91804	31.7326	-10.7987	-29.8386	70.055	76.9068	2.24659	2.11264	28.7659	-14.835	24.6454	134.476	137.518	1.22512	0.80698	22.5721	15.6128	16.3016	35.1092	41.7392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53338	-1.91253	29.5814	-9.91335	-27.8709	65.3454	71.7292	1	1	0	0	86.8754482209302	1.0214699999999999	1.3056599999999998	1.657754202679034
184559	2	-0.705522	1.50517	30.8959	2.02611	30.8294	-23.6516	59.4992	-1.81913	0.538804	30.3005	26.0076	15.5475	-90.9669	132.574	-0.111572	1.2992	36.8927	9.89717	35.5404	-4.12473	37.4189	-1.49975	-2.60226	9.17318	-7.87106	-4.71101	-19.5269	22.0802	-1.59674	-0.56735	28.4368	23.9815	-15.2819	-67.3152	73.0752	-0.732808	-2.23005	33.2957	-20.3945	-26.3185	-26.6425	42.643	-0.104138	1.25014	25.6762	8.0928	24.3675	-2.67871	25.8156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.58867	-0.567115	27.4747	23.1737	-14.7595	-64.4702	70.0805	1	1	0	0	99.99406204756313	-0.6286700000000001	2.8029953071795863	2.872630964981542
