eventno	jetmultiplicity	axion_Eta	axion_Phi	axion_pT	axion_Px	axion_Py	axion_Pz	axion_E	Z_Eta	Z_Phi	Z_pT	Z_Px	Z_Py	Z_Pz	Z_E	highb_Eta	highb_Phi	highb_pT	highb_Px	highb_Py	highb_Pz	highb_E	lowb_Eta	lowb_Phi	lowb_pT	lowb_Px	lowb_Py	lowb_Pz	lowb_E	genphoton_Eta	genphoton_Phi	genphoton_pT	genphoton_Px	genphoton_Py	genphoton_Pz	genphoton_E	jet1_Eta	jet1_Phi	jet1_pT	jet1_Px	jet1_Py	jet1_Pz	jet1_E	jet2_Eta	jet2_Phi	jet2_pT	jet2_Px	jet2_Py	jet2_Pz	jet2_E	jet3_Eta	jet3_Phi	jet3_pT	jet3_Px	jet3_Py	jet3_Pz	jet3_E	jet4_Eta	jet4_Phi	jet4_pT	jet4_Px	jet4_Py	jet4_Pz	jet4_E	isophoton_Eta	isophoton_Phi	isophoton_pT	isophoton_Px	isophoton_Py	isophoton_Pz	isophoton_E	jet1_btag	jet2_btag	jet3_btag	jet4_btag	invmass_2j1p	delta_eta_jet1_jet2	delta_phi_jet1_jet2	deltaR_jet1_jet2
47142	2	-2.07843	1.90949	35.7468	-11.8771	33.716	-140.606	151.898	-1.66353	2.30773	56.7865	-38.1616	42.0524	-144.478	179.744	-1.33535	2.02467	40.6236	-17.8114	36.5107	-71.8687	82.689	-3.0448	-0.440129	6.55944	5.9343	-2.79469	-68.7372	69.2093	-0.139953	2.83447	27.5748	-26.2845	8.33636	-3.87178	27.8453	-1.29525	-0.861721	46.9562	30.5747	-35.6381	-79.3111	92.1691	-1.39482	2.09927	37.8446	-19.0819	32.6817	-71.6468	81.0276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.140174	2.84025	28.7475	-27.4521	8.53242	-4.04286	29.0304	1	1	0	0	128.78188194890618	0.09956999999999994	-2.960991	2.9626646598933535
47479	2	-1.07774	-2.4963	34.8729	-27.8608	-20.9737	-45.2941	72.7501	-0.281551	-2.61268	57.5892	-49.7199	-29.0593	-16.4293	109.85	-1.11909	-2.47982	37.8143	-29.8318	-23.2376	-51.7202	64.2416	1.5049	0.854446	3.00169	1.97102	2.26389	6.42608	8.50851	1.04037	-2.7873	23.3066	-21.8591	-8.08567	28.8647	37.0995	1.0908	0.288909	31.8047	30.4866	9.06138	41.9937	52.6783	-1.11577	-2.45964	29.7619	-23.1054	-18.7593	-40.5394	50.2913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04079	-2.78831	23.0311	-21.6087	-7.96821	28.5388	36.6728	1	1	0	0	134.4838277441682	2.20657	2.7485489999999997	3.5246947059711426
47552	2	-1.21978	-2.85917	52.9981	-50.8984	-14.7699	-81.9129	107.441	-2.99503	-2.05382	11.7004	-5.43435	-10.3618	-116.629	164.814	-0.505112	-2.39428	31.6902	-23.2453	-21.5389	-16.6965	36.1266	-1.56658	2.90153	28.4695	-27.6531	6.76903	-65.2164	71.3147	-0.701152	0.0966544	45.6773	45.4641	4.40804	-34.7161	57.3727	-1.62167	2.94109	34.0146	-33.3332	6.77435	-82.7229	89.4431	-0.555268	-2.45861	27.5619	-21.3796	-17.3945	-16.1029	31.9211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.702816	0.10454	45.2367	44.9897	4.72045	-34.4758	56.8765	1	1	0	0	117.77557234091456	-1.066402	0.8834853071795861	1.3848319441745298
47901	2	-1.39326	-1.911	23.3056	-7.77654	-21.9699	-44.0441	67.1509	-1.94657	2.35302	10.3701	-7.30949	7.356	-35.5793	97.6776	-0.710535	-1.23368	30.4211	10.0623	-28.7088	-23.4805	38.7153	-0.935712	2.7804	19.0693	-17.8388	6.7389	-20.5635	28.4356	0.284747	1.55487	29.3296	0.467046	29.3259	8.46483	30.5267	-0.883109	2.78295	24.1056	-22.5718	8.46121	-24.1648	34.1323	-0.716355	-1.23176	23.8923	7.94616	-22.5322	-18.6172	30.2893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.282304	1.56233	28.0548	0.237588	28.0538	8.0256	29.1801	1	1	0	0	84.56202390008885	-0.16675400000000007	2.2684753071795862	2.2745960335407953
48082	2	1.49295	1.64983	21.3624	-1.68656	21.2957	45.1331	67.2152	4.28228	-0.319789	4.13148	3.92203	-1.2988	149.543	174.189	0.712122	1.38473	33.7862	6.25033	33.203	26.1456	42.979	1.09472	-2.15872	14.3101	-7.9369	-11.9073	18.9875	24.2362	2.20607	-1.32749	23.2802	5.60859	-22.5945	104.41	106.974	0.735	1.4053	28.8524	4.75327	28.4581	23.1681	37.003	0.961021	-1.77282	27.9127	-5.60063	-27.345	31.1486	41.8253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19751	-1.3269	24.0921	5.81791	-23.3791	107.108	109.784	1	1	0	0	94.84821989841193	-0.22602100000000003	3.1050653071795864	3.113280593568665
48125	2	0.237517	-2.72205	28.4625	-25.9941	-11.5939	6.82408	53.6792	4.11864	0.634991	1.18938	0.957545	0.705506	36.5493	95.6465	0.234113	-1.73641	26.1875	-4.31728	-25.8292	6.18698	27.3158	0.0245643	2.56052	25.9332	-21.6769	14.2353	0.637096	26.3634	0.883752	0.428121	29.6255	26.9517	12.2994	29.7252	41.9673	-0.00745996	2.43607	31.094	-23.671	20.1624	-0.231962	31.0949	0.25438	-1.77901	24.237	-5.01014	-23.7135	6.2321	25.0254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.887096	0.432069	30.872	28.0349	12.9277	31.1223	43.8369	1	1	0	0	92.33107913957551	-0.26183996	2.068105307179586	2.084615006718787
48443	3	0.437983	-0.84497	33.4402	22.196	-25.0116	15.119	58.0665	1.70615	-1.94016	20.7547	-7.49282	-19.355	55.2711	108.322	-0.0425339	-0.298167	32.8849	31.4339	-9.66053	-1.39914	33.2485	0.825102	-2.11252	17.9163	-9.23784	-15.3511	16.5181	24.818	1.09573	2.95332	30.2229	-29.6889	5.65668	40.1521	50.2555	2.29339	2.5599	27.6247	-23.0814	15.178	135.466	138.254	0.827803	-2.68522	26.7625	-24.0235	-11.7941	24.7724	36.4678	-0.475497	1.99941	23.385	-9.71907	21.2697	-11.5433	26.0788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08333	2.95392	31.6795	-31.1233	5.91051	41.4373	52.1598	1	1	0	0	67.79480153803745	1.4655870000000002	1.0380653071795862	1.79597462023795
48710	3	-1.1952	2.99949	47.3076	-46.8307	6.7	-70.9986	96.4567	-2.0166	-2.73417	25.5365	-23.4462	-10.1186	-94.2253	133.459	-0.199641	-3.11912	25.9729	-25.9663	-0.583753	-5.21977	26.9059	-1.81099	2.80572	22.0993	-20.8644	7.28375	-65.7788	69.5509	-0.737624	-0.623508	28.8045	23.3845	-16.8186	-23.2267	37.0024	-0.237954	3.13424	26.2139	-26.2132	0.192799	-6.29675	26.9596	-1.81951	2.88691	24.6751	-23.8791	6.21654	-74.1085	78.1085	-0.559447	0.540631	23.3123	19.9876	11.9983	-13.733	27.0566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.731276	-0.626867	29.2434	23.6834	-17.1545	-23.3427	37.4174	1	1	0	0	93.41087782973447	1.581556	0.24733000000000027	1.6007784075367832
49046	2	1.65879	1.08993	25.1911	11.652	22.3343	63.766	82.0059	2.17425	-0.80988	33.3246	22.9801	-24.1338	144.661	175.982	0.910558	0.598209	33.3513	27.5597	18.7822	34.7422	48.3883	1.34101	2.9219	16.2995	-15.9078	3.55209	29.0238	33.6176	1.29642	-1.33168	47.829	11.3282	-46.4681	80.8947	93.9764	1.83815	-2.82431	23.2857	-22.1234	-7.26482	71.3218	75.0268	1.04725	0.736146	22.6656	16.7966	15.2185	28.3196	36.273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3015	-1.33008	49.5262	11.8068	-48.0983	84.2606	97.7379	1	1	0	0	90.6820461962874	0.7908999999999999	2.722729307179586	2.835273829839832
49084	2	2.24899	-2.05467	35.2111	-16.3807	-31.1688	165.01	174.624	4.33464	-3.07008	6.1332	-6.11753	-0.438244	233.934	250.783	1.67898	-1.50425	36.2089	2.40788	-36.1288	93.6641	100.529	2.0118	2.88349	19.4323	-18.7886	4.96002	71.3461	74.0943	1.49918	1.24847	32.399	10.2632	30.7305	68.9243	76.1594	1.68679	-1.49991	32.9224	2.33178	-32.8397	85.8783	91.9726	2.0559	2.8907	27.5243	-26.6626	6.83347	105.775	109.298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.50574	1.2468	33.8075	10.7627	32.0485	72.4436	79.9438	1	1	0	0	95.46603202533719	-0.3691099999999998	1.8925753071795866	1.9282332549372512
49095	2	-0.991366	1.81787	46.7322	-11.4294	45.313	-54.2992	84.5958	-0.919645	2.28707	40.5126	-26.5998	30.5569	-42.7355	108.712	-0.708298	1.84922	54.7108	-15.0366	52.6039	-42.074	69.1779	-1.19637	-1.11135	8.13441	3.60719	-7.29087	-12.2252	15.418	0.522326	-2.37004	21.1633	-15.1704	-14.7561	11.5637	24.1164	-0.702703	1.8551	52.1304	-14.6219	50.0378	-39.7223	65.5396	-0.844178	-1.17958	31.7482	12.106	-29.3495	-30.0998	43.7487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.534268	-2.35743	20.5314	-14.5359	-14.4999	11.4986	23.5321	1	1	0	0	117.94307027591744	0.14147500000000002	3.03468	3.037975950863502
49508	2	-0.621774	3.12786	43.4483	-43.4442	0.59681	-28.7897	68.8592	-1.8829	-2.89292	23.2738	-22.5579	-5.72814	-74.7137	119.705	-1.12611	2.9685	28.7189	-28.2898	4.94615	-39.6226	49.1611	0.642063	-2.8621	15.7662	-15.1544	-4.34934	10.8329	19.6981	-1.48937	-0.294049	21.823	20.8863	-6.32495	-45.9241	50.8455	0.656627	-2.83486	32.4362	-30.9223	-9.79388	22.8623	39.6837	-1.08707	2.96643	25.5674	-25.1762	4.45549	-33.6001	42.2215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.48895	-0.291131	22.2652	21.3283	-6.39091	-46.8332	51.8564	1	1	0	0	115.02696339132841	1.743697	0.4818953071795864	1.8090611694718086
49523	2	0.291591	1.85646	34.3027	-9.66618	32.9126	10.1447	57.5187	0.367622	3.0736	46.2625	-46.1556	3.14309	17.3928	105.166	0.502141	2.11189	37.8291	-19.4848	32.4251	19.804	42.9573	-0.868992	0.0496098	9.83067	9.81857	0.487497	-9.65928	14.5614	0.153311	-2.45727	47.0924	-36.4894	-29.7695	7.24808	47.647	-1.11128	-0.0904021	51.9091	51.6972	-4.68631	-70.314	87.3992	0.529025	2.11468	40.0069	-20.702	34.2342	22.1658	45.737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.144882	-2.45814	46.7121	-36.2203	-29.4976	6.79143	47.2032	1	1	0	0	175.4554432567796	-1.6403050000000001	-2.2050821	2.7482699213806145
49660	2	1.18578	2.56875	45.7026	-38.4069	24.7718	67.8165	93.3439	2.26241	3.10223	21.0441	-21.0278	0.828141	99.9823	137.047	1.15372	2.89645	44.1959	-42.8746	10.7259	63.0788	77.1641	0.316136	1.26284	14.7394	4.46773	14.0459	4.73764	16.1797	0.941707	-0.942944	29.586	17.379	-23.9437	32.1658	43.7032	1.15925	2.88081	39.9048	-38.5555	10.2891	57.3394	69.8584	0.330658	1.17073	32.5992	12.6967	30.025	10.9767	34.3976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.949283	-0.958598	29.5305	16.9702	-24.1673	32.4368	43.8657	1	1	0	0	107.00077005461226	0.8285919999999999	1.7100799999999998	1.9002469073423063
49710	2	-0.421081	0.511165	34.5606	30.1429	16.9068	-14.9867	58.6774	-2.37709	0.705158	11.4863	8.74691	7.44489	-61.3407	110.601	-0.748339	-0.21894	26.2379	25.6115	-5.69874	-21.5195	34.2579	0.279692	1.37297	23.0552	4.53135	22.6056	6.53277	24.4195	-1.43528	-2.72522	23.3948	-21.396	-9.46192	-46.354	51.9231	0.230562	1.39739	28.9568	4.99626	28.5226	6.73565	29.7299	-0.727726	-0.190767	24.8973	24.4456	-4.72083	-19.7605	31.786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.43539	-2.72532	24.4195	-22.3342	-9.87403	-48.3906	54.203	1	1	0	0	96.8220302737156	0.958288	1.5881569999999998	1.854874267327303
49965	2	1.07448	1.76013	35.0798	-6.60204	34.4529	45.3756	72.921	2.58677	2.62656	18.4571	-16.0627	9.09137	121.923	154.114	0.717756	1.30475	39.0014	10.2541	37.6293	30.4598	49.7091	0.786086	-2.95534	17.1528	-16.8562	-3.17635	14.9158	23.2119	1.76257	-1.92784	27.0687	-9.46069	-25.3616	76.5477	81.1928	0.951893	1.2629	32.1304	9.73716	30.6194	35.4173	47.82	0.874902	3.1314	23.1333	-23.1321	0.235673	22.9221	32.5664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77387	-1.93351	28.378	-10.0689	-26.5316	81.2165	86.0316	1	1	0	0	87.46346261647017	0.07699100000000003	-1.8685000000000003	1.8700855231996747
50271	2	1.6669	-2.79919	35.2435	-33.1976	-11.833	89.9929	106.61	3.37918	2.53933	10.1856	-8.39351	5.77025	149.284	173.247	1.9321	2.87657	23.3971	-22.5803	6.1284	79.0727	82.5954	0.502022	-2.10466	20.8648	-10.6174	-17.9614	10.9202	24.0142	1.42075	0.6172	30.4158	24.8041	17.6032	59.2907	66.6371	1.81716	2.76708	23.5052	-21.8759	8.59868	70.42	74.2393	0.522362	-2.18206	22.9417	-13.1663	-18.7875	12.5363	26.1434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41893	0.615348	30.9508	25.2736	17.8661	60.2102	67.6995	1	1	0	0	87.18149494262877	1.2947980000000001	1.3340453071795864	1.8590800796124618
50786	2	2.73411	2.5706	27.6867	-23.2946	14.9637	212.234	218.711	4.92068	1.23026	3.56734	1.19146	3.36249	244.521	260.861	2.46392	3.03328	31.6113	-31.4261	3.41718	184.384	187.134	1.43106	0.957233	14.1224	8.13146	11.5465	27.85	31.5778	1.01058	-0.442458	27.0953	24.4861	-11.6012	32.2865	42.1495	2.4569	3.07015	30.9579	-30.8789	2.20973	179.291	181.944	1.1445	0.869617	23.5448	15.1892	17.9902	33.2277	40.7239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02197	-0.436945	26.4211	23.9388	-11.1807	31.9533	41.4619	1	1	0	0	99.24010430988625	1.3124	2.200533	2.5621747099073864
51294	2	-0.566183	2.24629	51.3043	-32.0796	40.0379	-30.6247	74.8469	-0.778706	2.47984	29.7628	-23.4803	18.2893	-25.5908	98.7695	-0.0117642	2.51939	39.6694	-32.2352	23.1204	-0.466688	39.9496	-1.34195	1.5616	16.9182	0.155629	16.9175	-30.158	34.8973	0.213615	-1.19426	23.387	8.59932	-21.7486	5.03388	23.9226	-0.0145072	2.51108	39.881	-32.2129	23.5123	-0.578581	39.8852	-1.35958	1.64448	23.7878	-1.75121	23.7232	-43.2675	49.3755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.212874	-1.19869	23.0842	8.39293	-21.5044	4.95121	23.6092	1	1	0	0	99.5531445113662	1.3450728	0.8666000000000003	1.6000676227271897
51379	2	1.55262	-1.87597	24.9702	-7.50252	-23.8164	56.3347	76.3022	2.24389	0.493493	17.1364	15.0917	8.11759	79.8887	121.965	0.151933	-1.13775	19.3527	8.12113	-17.5663	2.95164	20.1328	1.87159	-2.76105	16.8274	-15.6236	-6.25012	53.383	56.1694	0.570638	0.955036	39.1188	22.5942	31.934	23.554	45.6626	0.0823427	-1.17686	25.0041	9.59722	-23.089	2.06124	25.089	1.83371	-2.7057	22.623	-20.5077	-9.5518	68.969	72.5846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.559378	0.945276	39.7261	23.2604	32.2043	23.399	46.105	1	1	0	0	107.71579918807639	-1.7513672999999998	1.5288400000000002	2.3247879828296796
51539	2	-1.52706	1.4783	42.2636	3.90383	42.0829	-92.7147	111.389	-3.1965	2.11714	11.1104	-5.77264	9.49307	-135.58	166.098	-1.93956	1.09976	24.7518	11.2325	22.0564	-84.3036	87.9877	-0.384847	1.92161	21.3254	-7.32868	20.0265	-8.41111	23.401	-1.05437	-1.85942	33.9961	-9.67648	-32.5899	-42.8649	54.7095	-1.99298	1.1508	29.0055	11.8271	26.4847	-104.436	108.389	-0.481808	1.92468	24.0898	-8.34809	22.5971	-12.061	26.9404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.05683	-1.85512	33.7287	-9.46117	-32.3745	-42.6614	54.384	1	1	0	0	101.70967376530308	-1.511172	-0.7738799999999999	1.697801834132594
51900	2	-1.26541	2.04682	37.2831	-17.0849	33.1382	-60.8166	84.3423	-1.42853	2.98306	35.4141	-34.97	5.59071	-69.64	118.351	-1.37871	2.73777	27.4903	-25.2792	10.802	-51.1026	58.2175	-0.397723	1.21918	23.7918	8.19427	22.3362	-9.71401	26.1247	-0.265515	-2.14664	32.8442	-17.8851	-27.5475	-8.82345	34.0087	-0.293698	1.05909	43.0667	21.0884	37.5503	-12.8312	44.9375	-1.335	2.72333	24.2922	-22.1981	9.86679	-42.959	49.3517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.268826	-2.13797	32.0882	-17.2393	-27.064	-8.73043	33.2547	1	1	0	0	106.55327614890588	1.041302	-1.6642399999999997	1.9631618967380144
51908	3	-0.81299	-0.235557	65.6196	63.8074	-15.3146	-59.4221	99.3066	-0.681027	-0.60056	69.6873	57.4934	-39.3806	-51.2135	125.506	-0.803764	-0.275346	68.9645	66.3667	-18.75	-61.5954	92.5861	0.487741	2.21106	4.28392	-2.55924	3.43544	2.17327	6.7205	0.324211	-1.82738	24.8805	-6.31408	-24.066	8.2086	26.1996	-0.806794	-0.277952	63.5887	61.1481	-17.4479	-57.0526	85.4313	-1.62596	2.25042	37.6474	-23.6615	29.2824	-91.983	99.3891	-1.81359	2.60408	26.4594	-22.7282	13.5472	-78.973	83.2877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.330426	-1.82777	25.14	-6.38948	-24.3145	8.4589	26.525	1	1	1	0	154.2150713969799	0.8191660000000001	-2.528372	2.6577618226507806
52150	2	2.28596	-2.4618	42.1052	-32.7454	-26.4686	204.914	213.981	3.84855	-2.72308	13.5854	-12.4129	-5.52108	318.604	331.358	1.69666	3.04689	29.8073	-29.6737	2.81864	78.5778	84.1727	2.16279	-1.6753	29.4479	-3.07171	-29.2872	126.336	129.808	2.0688	0.800297	29.1926	20.3325	20.9475	113.69	117.378	2.17188	-1.67251	32.5253	-3.30249	-32.3572	140.848	144.554	1.76394	3.01737	27.2626	-27.0525	3.37781	77.2075	81.8795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.05738	0.795662	29.4469	20.6073	21.0347	113.335	117.098	1	1	0	0	89.64425493286127	0.40793999999999975	1.5933053071795857	1.6446996216594183
52524	2	-2.61862	-3.03753	37.0202	-36.8199	-3.84561	-252.549	259.184	-4.55124	-1.7418	9.48106	-1.61343	-9.34277	-449.113	458.952	-1.96092	-2.34485	31.7632	-22.2037	-22.7134	-110.617	115.183	-2.483	2.2299	23.8669	-14.6162	18.8678	-141.932	144.001	-2.40898	-0.15489	35.633	35.2065	-5.49716	-196.564	199.768	1.01398	2.40337	35.019	-25.9023	23.567	41.9138	54.6178	-1.962	-2.28391	25.828	-16.8964	-19.5345	-90.0491	93.6799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-2.41037	-0.149112	35.808	35.4107	-5.31963	-197.808	201.023	1	1	0	0	247.9528289533376	2.97598	1.5959053071795868	3.3768877253891594
52955	2	-1.48494	0.249286	37.3367	36.1825	9.21141	-78.1862	97.6326	-2.9577	1.4537	10.341	1.20815	10.2702	-99.282	138.49	-0.847049	-0.421585	31.7458	28.9661	-12.9906	-30.2231	44.0831	-1.46775	1.25653	23.3454	7.21639	22.202	-47.963	53.5495	-0.571311	3.11133	34.9904	-34.9744	1.05876	-21.0958	40.8578	-0.8515	-0.327247	33.1605	31.4007	-10.659	-31.7741	45.9261	-1.4331	1.25362	22.5086	7.02016	21.3859	-44.4894	49.8593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.563369	3.11927	34.7269	-34.7183	0.775122	-20.6155	40.3851	1	1	0	0	94.92554434190998	0.5816	-1.580867	1.6844580824968605
53164	4	0.79107	-0.46323	106.318	95.1135	-47.5071	93.1556	148.344	1.10605	-0.357727	103.478	96.9272	-36.2323	139.258	195.84	0.647028	-0.406892	102.194	93.8505	-40.444	70.8336	124.431	1.85298	-1.39384	7.17514	1.26306	-7.0631	22.322	23.9133	2.10366	1.4113	11.4197	1.81368	11.2748	46.1021	47.4954	0.538509	-0.372123	63.8816	59.5094	-23.227	36.0878	73.3702	0.989294	-0.592724	42.8524	35.5427	-23.9383	49.6551	65.5893	-1.44346	2.7505	37.1234	-34.3202	14.1515	-74.2325	82.9977	1.56275	2.93566	29.1583	-28.5422	5.96216	66.5158	72.6261	2.10409	1.40908	11.9631	1.92626	11.807	48.3173	49.7762	1	1	0	0	83.63023103681111	-0.450785	0.22060100000000005	0.5018684264087551
53836	3	1.84928	0.475815	32.0279	28.4702	14.6708	99.2522	113.585	1.98085	-0.393242	79.4283	73.3657	-30.4357	282.406	307.481	1.43373	0.25415	41.292	39.9656	10.3817	81.6737	91.639	1.15685	2.78448	12.2694	-11.4954	4.28904	17.5785	21.9462	1.77912	-0.787743	63.6412	44.8955	-45.1065	183.154	193.896	1.43219	0.20065	51.5762	50.5415	10.2795	101.839	114.155	0.964875	2.83668	48.1778	-45.9555	14.4636	54.0417	72.399	1.6729	2.42441	26.8091	-20.2051	17.6206	68.8982	73.9303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78676	-0.801005	67.0442	46.6618	-48.1415	194.514	205.745	1	1	0	0	167.17726366198838	0.46731500000000004	-2.63603	2.6771323221172687
53838	2	0.980352	-1.35035	23.8898	5.22383	-23.3117	27.3564	57.8382	0.95022	1.60103	8.70146	-0.263066	8.69748	9.56995	94.866	0.687608	-1.86053	32.2917	-9.22563	-30.9458	23.9956	40.5047	0.204232	0.486055	16.3422	14.4495	7.6341	3.36085	17.3335	-0.523446	1.74056	32.476	-5.4869	32.0092	-17.7865	37.0277	0.673285	-1.78773	30.5039	-6.56547	-29.789	22.1251	37.683	0.287957	0.136509	27.3368	27.0825	3.72014	7.98106	28.478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.533447	1.7347	32.018	-5.22447	31.5889	-17.9016	36.6827	1	1	0	0	100.81439436876661	0.385328	-1.924239	1.962440673423021
54061	2	0.84966	0.30275	71.6461	68.3876	21.361	68.4682	108.838	0.949764	-0.176724	80.4474	79.1944	-14.1431	88.4224	150.975	1.22622	0.33413	42.9915	40.6138	14.099	66.9571	79.7096	0.0526137	0.255746	28.7075	27.7738	7.26205	1.5111	29.1289	0.514646	-1.27533	37.1124	10.8068	-35.5041	19.9541	42.1366	1.22657	0.374876	57.0063	53.0474	20.8733	88.822	105.542	0.0749273	0.295546	31.3252	29.9671	9.12385	2.34931	31.4132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.506764	-1.28811	36.5378	10.1917	-35.0877	19.3188	41.3308	1	1	0	0	104.2330272535793	1.1516427	0.07933000000000001	1.1543717587342865
55252	3	1.32617	2.09712	23.6273	-11.8694	20.4296	41.3607	65.5231	1.44093	-2.40837	24.2066	-17.986	-16.2007	48.2671	103.297	0.757863	1.25303	28.2571	8.82868	26.8425	23.5247	37.0671	0.750619	-2.84114	21.6687	-20.698	-6.41292	17.8359	28.456	0.184915	-1.73625	37.1375	-6.11665	-36.6303	6.90648	37.7742	0.735707	-2.81689	30.4631	-28.8713	-9.71849	24.4891	39.086	0.794751	1.19906	29.814	10.8294	27.7776	26.269	39.7358	1.36194	0.527706	25.5764	22.0971	12.879	46.6459	53.1977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17791	-1.74292	37.4145	-6.40816	-36.8617	6.69158	38.0082	1	1	0	0	96.94039582746659	-0.059043999999999985	2.267235307179586	2.268003997363698
55267	2	1.07146	1.45495	36.2782	4.19317	36.035	46.7467	74.3232	2.15864	0.540175	35.84	30.7371	18.432	153.106	185.349	0.498987	1.32103	42.2841	10.4518	40.972	21.9857	47.8895	1.85151	-2.4737	7.97144	-6.25862	-4.93696	24.7609	26.4337	1.92062	-0.585574	31.8503	26.5439	-17.603	106.359	111.026	1.49578	-2.65637	38.3081	-33.8862	-17.867	81.1888	89.7727	0.503537	1.46842	28.5404	2.91674	28.391	14.9862	32.2357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91649	-0.581788	31.3936	26.2288	-17.2514	104.383	109.002	1	1	0	0	114.34405002519546	0.9922430000000001	2.1583953071795863	2.3755455106362118
55376	2	1.32771	2.90569	45.7743	-44.5066	10.6982	80.2726	102.782	2.31952	2.18802	26.1815	-15.1531	21.3508	131.857	163.082	1.73391	2.82736	29.166	-27.7379	9.01468	80.0042	85.2843	0.0159274	3.04153	16.853	-16.7687	1.68355	0.268436	17.4981	1.27619	0.348126	31.2266	29.3535	10.6526	51.5842	60.2996	-2.13411	-0.783613	34.0711	24.1349	-24.0489	-141.926	145.958	1.6289	2.75884	23.9038	-22.1741	8.92758	58.5895	63.2781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28157	0.337378	31.436	29.6638	10.4057	52.2572	60.9839	1	1	0	0	266.51561514171283	-3.7630100000000004	2.740732307179586	4.655304269295181
